N,P,K,temperature,humidity,ph,rainfall,elevation,slope,aspect,water_holding_capacity,wind_speed,solar_radiation,soil_texture,ec,zn,label
79,11,100,-8.736642754,63.41932907,6.378899322,7.528429853,3028.251331,59.34937423,South,33.38714951,54.53557265,535.6624502,Sandy,0.570494813,45.43772222,Barley
39,89,68,-2.974468348,68.81305328,13.07683663,108.9873964,2190.086659,51.37964663,South,95.85424621,14.38327889,677.9847581,Clay,0.762883562,5.234010473,Wheat
86,65,72,-8.269372115,5.860124687,3.535869209,86.7427905,3493.161747,8.030165387,East,81.53385524,8.467260188,562.6303477,Sandy,0.695578464,76.97325327,Barley
64,38,1,1.091359138,19.86196272,5.592956579,114.1028951,3894.860759,35.41442521,East,68.00395612,7.695297855,523.1173973,Silt,0.064151183,84.43215233,Corn
51,58,40,33.9221438,68.62483827,13.37241873,429.0676469,1818.486817,50.80688209,South,79.46874191,28.64394595,846.7977973,Clay,0.138349432,9.369025441,Wheat
1,98,93,29.94030846,12.08804289,11.1259986,171.5700781,167.4732975,82.40717709,South,68.28624077,39.05159949,429.4258086,Clay,0.126240328,89.95374291,Soybeans
28,59,1,33.95203681,80.16779764,7.263771878,370.6981558,902.1813268,63.44118051,East,6.928270379,48.265196,567.767553,Clay,0.302940247,28.71255347,Barley
17,67,31,34.39142703,46.28367626,10.68868257,200.3397551,2959.235275,20.39765632,East,8.658440602,18.43811051,382.4014198,Loamy,0.328808402,73.50577996,Corn
50,1,99,43.7649285,42.19818759,3.881097148,18.43862623,3473.059377,46.9623497,East,21.03216826,2.409463884,218.7033422,Silt,0.192313413,42.52356002,Cotton
6,77,49,1.866478729,35.09602296,8.655095511,450.3787985,1446.618357,59.69896377,East,94.41183749,4.646947972,344.58655,Sandy,0.351934147,93.65143,Corn
73,18,50,5.792975783,23.15034187,6.763683514,106.472377,800.5186274,72.66513382,East,82.67063764,40.03277716,772.6065212,Silt,0.193111696,34.24405026,Wheat
77,76,53,30.51380684,32.26891219,11.2470209,136.0840217,1241.069494,48.38245667,North,95.45293109,33.23151885,923.6130344,Clay,0.739055782,65.41743203,Rice
46,59,81,-4.845286162,89.70752127,6.658977016,452.1437457,1081.094562,84.57893022,South,38.56431187,35.72985787,632.2129346,Loamy,0.500111628,63.89023102,Soybeans
58,98,64,-8.872979184,99.99764572,1.097947056,85.55860427,2409.191136,68.3146246,North,31.58348335,22.21042903,803.2258693,Loamy,0.978842284,17.71862662,Soybeans
12,98,58,9.722551764,1.491422078,4.632086021,90.85099564,696.3765096,80.49212778,North,25.53547797,53.62662109,853.2871814,Clay,0.930653088,65.25650195,Soybeans
67,14,94,2.674528867,83.99374659,6.269712728,466.6545823,3320.705021,85.83081219,West,14.23427398,53.87803803,357.5858862,Sandy,0.595563479,11.15326955,Rice
40,84,15,15.1151618,56.60217656,8.948810566,163.3656341,732.5087937,61.8679486,West,86.36254197,12.33693211,75.87053315,Loamy,0.570390364,5.238866431,Corn
62,53,63,33.72465196,27.30264797,13.6780877,116.3549464,4460.483386,24.56431538,North,85.87590767,96.61434682,469.7063547,Sandy,0.448953208,74.89793556,Rice
99,38,69,1.95838916,4.349328236,11.22172017,457.1741343,2446.163634,84.09635184,West,11.63091374,60.73599248,40.40909634,Loamy,0.913408904,82.88583679,Cotton
3,83,12,34.06808563,6.524730387,12.42287443,304.6156569,3981.541365,3.526656311,East,6.296900545,38.56109097,811.8307154,Loamy,0.114600666,7.714080065,Wheat
25,35,88,33.41280538,79.33469069,13.30960314,151.0987985,4962.88794,27.58684513,West,19.40906126,98.03125359,475.9675694,Loamy,0.462223986,25.63953158,Potatoes
89,69,98,-2.165578898,18.12989848,4.469256748,169.7465057,4825.125429,3.903894202,North,59.06261033,62.11919026,91.97654136,Loamy,0.314476979,30.92001264,Cotton
52,8,95,24.42817609,59.96224138,1.869292499,459.2651708,1683.45075,0.53135099,South,82.84269561,48.03015022,828.056306,Loamy,0.761391549,23.05888292,Soybeans
53,55,28,5.023986224,40.69481263,7.731593867,338.3366451,3125.706829,7.316990232,North,25.95078865,63.73873152,531.3797505,Silt,0.785365256,91.14933896,Corn
93,53,5,5.613921552,57.16279145,12.11553388,83.37161372,332.4270063,77.12538792,West,50.94823709,28.75161183,663.0670423,Silt,0.61546213,73.48170467,Rice
44,22,94,17.87547233,6.424294149,2.076636404,89.84907564,2146.003402,67.22159136,North,9.404951975,31.75029166,202.2133376,Clay,0.793902407,2.529017959,Corn
77,20,42,14.70132652,67.18281561,7.344759092,237.6906961,4778.496639,51.01105707,South,50.86812399,61.87004305,400.451392,Sandy,0.767206251,46.24418926,Cotton
24,29,44,-9.277341908,34.84818387,8.987811425,100.5772322,4822.744565,14.33477181,North,38.61240911,37.21422783,880.343381,Silt,0.003196526,69.83237087,Soybeans
43,90,21,5.041359054,6.307024179,10.12846135,170.629234,1490.452328,53.61030561,South,36.6548828,56.6147894,781.8492542,Loamy,0.237970424,9.347499383,Soybeans
40,9,24,15.42617313,5.482322083,11.24014608,174.8857255,4641.613174,75.61934345,East,61.52979515,4.079903805,962.9413975,Loamy,0.94676995,94.59419856,Corn
94,69,12,42.05657825,97.33257943,12.64383345,491.5971343,3958.115107,42.73878731,North,98.96244912,49.0270549,759.9087522,Loamy,0.480009722,89.23532645,Barley
45,90,77,35.11242307,19.24793536,4.734133468,454.0957261,1566.59862,71.56114437,West,3.002797647,57.1129988,434.6262308,Silt,0.972288431,40.94732256,Soybeans
32,79,55,0.980415583,56.9655965,7.923069583,130.3845623,4317.874833,64.70726929,North,18.78782012,8.338955292,132.5485018,Clay,0.817712185,17.24166004,Rice
4,13,7,21.9971242,47.2936845,11.52589339,100.2063137,4803.749304,47.11447645,North,93.95214359,23.55380152,218.8603267,Loamy,0.088620297,90.31462391,Wheat
91,19,47,20.54232756,48.04101559,3.396750458,36.24149746,2329.808485,44.20020174,West,79.60347813,25.03925935,673.3745773,Sandy,0.326291856,66.90531211,Barley
4,71,4,12.91262861,92.0726872,5.229711626,459.6650894,1166.486779,36.07599703,South,2.65758061,3.699586329,172.3931123,Silt,0.568632677,55.8747783,Rice
60,4,9,22.13478521,84.23916394,0.672870851,374.2608811,3285.475622,32.87303858,East,8.098145461,97.2829143,523.9275619,Silt,0.788472849,91.99784138,Soybeans
88,32,37,25.98596671,36.5303973,4.621301616,122.432012,4059.172872,10.96872906,West,97.61966499,84.30064541,151.997841,Clay,0.278577004,17.37211114,Rice
35,50,27,3.741749611,4.897994504,0.999615274,72.20258239,2749.682992,4.887114936,West,17.35017084,68.84479127,313.007913,Clay,0.572362043,94.16262594,Cotton
34,4,71,0.795114558,41.14716228,13.43761455,380.2433061,2639.761103,64.75586223,West,2.666547472,25.93342752,704.2802453,Loamy,0.387642108,61.02722481,Corn
96,12,99,32.70796031,5.495523119,12.29652664,316.4322599,3652.372575,34.83130722,South,54.5223102,96.03240596,274.0989012,Clay,0.668784239,67.98863359,Potatoes
23,90,15,33.01858036,89.54911487,12.84860097,29.12666782,3878.640208,59.8170361,North,96.40616867,1.54253431,183.3394426,Silt,0.857507668,19.43960169,Soybeans
15,6,38,6.494578316,50.16894134,1.032044878,79.09449939,3692.497926,23.97889064,North,27.98968642,68.89665807,873.2212061,Clay,0.298329229,32.9374096,Soybeans
27,39,98,3.995926932,2.623045137,1.224274368,373.1332223,3135.100019,82.28353046,South,35.60588571,27.05942128,384.6671812,Clay,0.932594978,92.04396317,Cotton
85,63,84,7.126989314,54.33086062,3.918224387,27.34746567,1176.275015,79.78405782,South,82.33250095,72.31318035,238.8972247,Sandy,0.583749879,2.517277872,Rice
10,28,54,36.16448371,46.31210526,2.433011141,34.3838144,3474.963859,28.6843819,East,4.421067807,10.92987783,131.3362249,Silt,0.119218122,29.68094406,Potatoes
34,67,7,15.65034877,63.41936734,5.404977028,169.1282574,222.4527069,4.633377199,South,35.37380551,88.17796113,131.8504015,Clay,0.282896242,84.18220655,Potatoes
60,58,40,8.223488572,44.39118247,1.063927122,324.9534428,1603.73979,28.81315149,South,28.96908578,77.09126997,99.29675288,Silt,0.074172221,92.18365512,Soybeans
25,52,17,0.142190944,2.487625369,6.614659424,464.1044281,341.3823885,66.01836711,West,14.56221692,43.31502263,487.6120212,Clay,0.556226022,55.49967476,Wheat
83,19,9,2.69623954,42.49643645,8.146029357,134.1265089,2497.263632,34.3267372,South,42.03194087,46.9844267,324.7621347,Loamy,0.812325551,95.58990342,Cotton
3,56,16,26.32631672,39.72517286,2.125077058,347.166895,3003.944439,14.20168313,South,56.05512106,61.98732067,700.2123137,Sandy,0.696992232,16.8602184,Wheat
2,97,13,-9.501018069,69.93574871,3.923619739,68.30872659,3023.117009,88.51687162,West,41.62683286,6.457243038,715.833048,Loamy,0.730008609,6.006061573,Corn
64,34,79,-4.163668946,67.84050752,12.44844378,236.1118442,3191.152897,63.0976642,North,6.637316403,95.90515232,31.7353332,Loamy,0.276887219,8.061687693,Potatoes
86,64,45,11.98484982,69.86859588,7.963782059,417.2233211,4733.045988,74.38834881,South,74.93969161,2.957153564,617.8072972,Clay,0.310921734,91.78689983,Potatoes
46,8,70,26.20636583,25.19883965,1.48491812,72.54025945,1473.038903,81.99124851,North,57.1052573,69.32068041,838.8297829,Loamy,0.147272104,68.49961611,Potatoes
10,29,74,3.128848176,55.40734166,9.321872564,289.0984182,3341.348045,20.89738588,South,55.57115361,87.00824251,399.8667501,Clay,0.945851062,72.1349909,Wheat
33,7,64,38.12029387,85.02715842,10.94744805,113.890136,808.7870369,29.12790111,East,17.40917405,26.28365077,217.4918202,Silt,0.481661201,39.48614159,Rice
27,88,3,39.39836935,4.770135167,13.20321597,215.4501655,1421.783309,59.57830475,North,75.94616164,81.7563845,366.3274362,Loamy,0.641045065,88.80076914,Potatoes
68,51,46,18.25759552,0.63337797,3.458216399,347.9645472,2405.923998,57.23954186,South,57.8545353,99.45774967,27.12787711,Clay,0.024597875,97.00251023,Rice
48,33,22,-4.639276011,86.5669491,12.11453661,57.16866234,1109.951306,20.51383739,East,71.87922032,61.78058231,878.1893293,Clay,0.479375893,76.3829047,Rice
24,20,40,16.53599789,82.99122486,11.68951343,413.0105599,2152.222218,66.36722823,West,85.09174588,90.77675086,101.7201002,Loamy,0.537916337,28.21797699,Wheat
20,79,29,11.42888668,8.547047601,2.851730759,400.385339,2032.140034,20.63447166,South,78.66748927,34.4646584,560.8509441,Loamy,0.537433575,93.19844398,Cotton
63,15,69,-9.11564292,53.53668617,0.265113912,133.9080742,2719.225709,83.89730827,North,3.390332578,12.27396764,412.2777588,Loamy,0.758485058,69.79422252,Potatoes
25,0,24,6.716809359,80.18918414,6.575445894,238.0936861,2979.673532,31.03939267,West,14.06976888,47.36373154,242.4227352,Sandy,0.289039767,70.49343584,Rice
14,75,67,-6.132304814,59.23499641,1.094035618,413.9696738,4359.91986,77.94707255,West,48.95821846,22.74088965,239.2936281,Loamy,0.26513741,83.94963918,Rice
96,26,30,-4.177686357,10.59000522,3.424130896,12.82504552,4653.248885,26.70247125,South,18.77006964,53.68533434,549.3467135,Clay,0.458635389,97.93387044,Barley
36,48,99,12.13621515,83.86610848,7.041320662,252.7425484,1360.427724,16.2757457,East,25.06840079,39.29093286,822.2740404,Sandy,0.883443007,30.34095256,Soybeans
56,82,37,10.11471656,21.16497225,4.92034975,314.1334071,2469.415451,13.79515221,South,81.25328561,23.49246297,406.5815345,Clay,0.118051914,26.00012812,Corn
27,92,25,33.6876781,28.18563031,8.853857801,168.1642742,3008.061312,23.97444725,East,83.96612067,3.711570542,111.5756938,Sandy,0.062974222,60.60746927,Cotton
46,95,42,12.39743031,30.49123091,1.846173946,441.4701193,949.4001655,18.06232612,South,86.08579598,7.819915945,522.2770696,Silt,0.702174552,65.60299891,Rice
91,54,79,41.91887606,54.0438528,11.8023843,175.883144,4916.80759,85.09276151,West,30.39537598,87.02062879,245.2703773,Clay,0.073265016,56.3362202,Rice
100,8,99,-4.522913354,66.36269068,0.410226957,319.3391628,1724.068908,87.92596121,East,70.03702889,90.4479473,729.9313197,Silt,0.899526689,4.331311201,Barley
42,42,2,43.28849993,20.2276701,3.810194774,388.3633389,4057.364037,10.09776569,East,85.84214253,60.34628801,953.7180865,Silt,0.825880073,6.79300673,Cotton
97,23,35,40.07819276,57.86408915,10.41181596,89.9116219,4533.352076,18.05542014,East,91.11163684,29.24591262,892.8621643,Sandy,0.306882797,58.85383674,Potatoes
91,63,55,41.01210491,65.68125841,12.63975192,348.7184695,4609.791637,55.96432815,East,0.547686885,80.42453359,440.9308097,Sandy,0.024155797,92.11379975,Corn
25,2,80,7.132868602,18.70567315,5.655046699,78.8705742,1013.755236,3.472145676,West,48.41375612,21.76601979,22.02991606,Clay,0.923829945,38.29883634,Soybeans
63,73,98,4.772611479,85.14690205,1.713552838,10.14419414,4.785521398,71.29356943,North,98.19950151,67.57490185,721.3958241,Silt,0.128808018,40.93023395,Barley
59,96,80,34.48006212,66.53638162,13.86752918,2.142169802,2034.225909,69.35916017,North,34.80065473,34.40941501,976.7805328,Silt,0.3920234,17.1996096,Rice
84,37,52,15.21164238,46.48509147,7.18733974,241.6736756,3213.260566,6.020230655,South,3.603188768,58.46479622,691.0103209,Sandy,0.178276901,27.09254893,Cotton
36,5,96,-3.234006996,95.17724313,2.391917609,104.8584791,4941.748495,9.396859559,North,16.49693371,14.76781589,131.1227257,Sandy,0.398818584,4.396288181,Rice
2,33,17,24.76670323,89.51790824,0.005469038,57.44547334,2246.758182,72.49746687,North,83.75955745,20.38203662,322.4403988,Silt,0.796644322,37.27268831,Corn
30,5,87,-7.046267227,37.62309521,10.98915493,221.2308908,1566.178745,16.19806051,East,77.16284672,54.13468892,181.6021711,Clay,0.124156313,69.6693539,Barley
89,7,74,-0.251654549,62.15989739,7.227962812,25.57178381,2432.323726,37.29895329,East,26.83220194,53.78685005,355.6649551,Silt,0.832225361,7.21215854,Cotton
79,50,43,12.34968495,30.3453123,13.40446054,252.8286903,4059.909159,21.34990974,South,58.75830518,79.50996585,729.1324444,Sandy,0.210933197,40.69972596,Soybeans
41,13,44,-0.845863968,0.889362263,3.634758252,169.7760523,2696.171147,49.13447981,South,13.89224996,99.92548276,687.7819023,Silt,0.607347756,32.79209059,Corn
100,27,26,8.325422898,62.34947202,3.78834802,214.2825851,2651.23051,60.11234486,West,28.55787574,38.35505955,411.729244,Loamy,0.468319002,15.54528094,Corn
71,47,63,37.43313417,39.55367373,10.45725775,271.3396886,1928.945944,48.25754364,East,92.02360454,99.23430967,741.4388372,Sandy,0.017689363,71.06251286,Wheat
23,95,85,-6.925873678,90.67247269,11.15539216,196.2485425,1139.722335,31.01538798,West,7.742796252,28.07691841,328.603712,Silt,0.02813408,39.13182895,Soybeans
33,79,83,1.233448853,80.87736518,13.73576929,70.74160945,3619.069049,4.882066845,North,90.54637351,51.9680068,868.6651271,Loamy,0.569891668,20.92845813,Cotton
89,52,9,10.09495207,48.52652526,7.257630806,279.2513629,2597.632091,43.50474657,West,43.00208254,32.1302243,655.8334779,Sandy,0.106786883,34.13373279,Corn
39,65,36,22.98966601,60.91652155,2.919536352,369.2713922,489.2751644,89.35877725,North,34.46625265,46.43408254,435.0399162,Silt,0.085790096,12.71931972,Barley
88,29,42,22.53986639,74.14503005,12.73186885,193.0607136,2054.587289,31.65802265,West,15.03049899,97.38797926,857.6842143,Clay,0.005704352,39.43536816,Potatoes
65,84,36,8.04583719,6.092997288,0.602239781,195.927395,2358.790261,83.58802696,South,36.5511445,63.86800844,461.1956411,Loamy,0.965095482,71.8444365,Wheat
38,51,38,11.83323898,2.175159629,0.670294432,242.0969172,1877.943011,21.49323582,West,45.78657996,96.00712901,446.4890325,Clay,0.902957354,68.74624255,Barley
98,59,0,24.79592619,10.93007084,6.508580005,370.4289997,4468.201858,9.562419978,North,46.39042832,54.7393497,322.8439747,Sandy,0.438389719,41.73016192,Wheat
40,30,29,4.961235806,89.06757577,2.872091877,470.0035825,4784.161007,62.17488346,South,44.00090356,80.47200903,587.9007101,Silt,0.511543071,38.80640608,Wheat
61,10,71,12.908111,98.29256246,8.782185349,274.0657821,4922.9332,43.96804185,North,68.27151634,48.92450988,57.54229642,Clay,0.1065878,56.80239321,Rice
89,4,14,3.700963836,53.26998517,2.648132343,481.0564855,108.9800616,17.06151829,West,19.82598997,82.01597068,359.2641227,Clay,0.151014243,75.35642968,Wheat
27,1,75,43.1281329,10.67536186,6.434892014,339.5498255,397.1798373,22.64428553,West,4.473551693,31.69727903,439.4162787,Loamy,0.710221781,40.12937449,Potatoes
61,98,85,-2.654634358,90.38535658,6.343687556,21.50155635,4047.361073,16.91015401,West,24.37150342,5.837440437,267.023803,Silt,0.067011058,5.696846839,Wheat
52,69,4,-4.431594161,96.386993,9.141714358,365.7598684,331.722762,57.69141222,West,56.30877204,99.55098008,478.9197994,Sandy,0.268327008,38.01049298,Corn
12,97,19,18.62721214,36.71468212,3.335683635,439.9059643,4478.50974,25.6396227,South,66.21439074,3.463392407,265.965268,Silt,0.812734573,42.19887076,Corn
48,29,16,35.32018643,74.07813769,2.134420601,135.6073244,1686.641575,70.69699646,East,96.78654326,51.66586832,935.346974,Loamy,0.138540729,34.85479248,Wheat
45,88,12,-3.771377452,53.33772225,0.855541591,3.402484087,2772.323889,72.66987602,West,18.57974913,31.75322893,65.48864044,Silt,0.679197288,24.36818527,Barley
93,84,11,37.84486984,29.98015839,9.792305138,172.0153731,3154.026512,22.73455935,South,71.05236681,78.97887144,440.7076135,Silt,0.118232929,9.545347073,Potatoes
36,25,73,28.50252968,17.60452716,1.462602914,251.8381973,1223.529165,7.367268943,South,59.54676831,8.129709576,969.9583798,Silt,0.756113963,4.821550941,Corn
6,82,40,17.13899569,84.13022655,0.761509951,438.8239383,2824.410525,56.65009807,East,20.61129714,31.73405737,334.140062,Silt,0.31386509,10.63859919,Soybeans
92,2,16,2.349545658,74.83440407,12.64387165,328.3755527,4340.834995,56.88297508,West,36.95140066,88.80204364,319.7424106,Loamy,0.214568446,73.4803597,Corn
20,8,85,35.82311785,84.0483351,13.79125133,402.2703663,154.6596782,82.37775331,East,42.95766609,45.1805214,642.6205707,Clay,0.178349749,2.490977233,Wheat
24,0,39,32.8388334,78.22377841,7.740005492,428.7862836,4904.971512,56.64345611,West,59.73978487,5.031669464,995.4178241,Sandy,0.373107045,50.35890912,Rice
4,42,39,-1.616460125,56.14835435,2.264235876,451.3150634,4396.892458,19.86355407,East,34.75723127,8.503631521,684.5758772,Clay,0.367782659,28.24591204,Rice
84,58,22,34.16342124,98.03090201,11.55846368,38.18458784,4172.375967,32.75137162,West,98.68684042,59.95706571,49.44387934,Clay,0.877761698,38.88568122,Soybeans
22,84,33,22.0442486,13.27231971,12.44916674,363.3587194,4890.964688,14.18160638,South,96.85411545,93.78557452,39.74675584,Clay,0.509599251,61.45873516,Potatoes
73,90,87,-6.694254516,56.16571102,5.920808341,245.6676794,1609.713863,69.74755222,South,84.18245282,24.11920983,42.66142846,Loamy,0.943945814,97.32300278,Rice
45,45,64,11.37810009,85.83316466,4.835685786,282.8095223,1140.391429,31.26475556,South,73.41012294,55.33039389,813.004663,Sandy,0.398730208,2.615707028,Barley
91,33,45,-9.197911755,37.51934641,9.423436408,237.4014168,1417.353034,16.95883431,South,86.28770991,19.47455215,97.83894939,Clay,0.456620576,25.19937882,Soybeans
66,97,19,15.58465032,12.68219641,2.025331454,43.50172674,1984.677564,72.79705861,West,41.65257462,19.45206186,221.2773114,Loamy,0.727985941,43.52871826,Corn
87,53,42,-5.623451478,34.14016851,0.3116698,336.1745633,2482.387595,32.70172223,South,42.18147218,1.417447773,868.5239588,Clay,0.099829547,28.4068868,Potatoes
72,35,16,36.27195912,35.26485204,9.382360132,332.1973371,1062.80194,83.23050529,East,83.35920402,56.96687737,312.1447469,Loamy,0.609351886,23.07300677,Corn
